data_id,language,form,age,gender,mom_ed,comprehension,production
80021,English (British),TEDS Twos,24,Male,Some Secondary,14,14
80022,English (British),TEDS Twos,24,Male,Some Secondary,24,24
80023,English (British),TEDS Twos,25,Male,Some Secondary,63,63
80024,English (British),TEDS Twos,25,Male,Some Secondary,63,63
80025,English (British),TEDS Twos,24,Female,Some Secondary,9,9
80026,English (British),TEDS Twos,24,Male,Some Secondary,12,12
80027,English (British),TEDS Twos,23,Female,Some Secondary,19,19
80028,English (British),TEDS Twos,23,Female,Some Secondary,18,18
80029,English (British),TEDS Twos,24,Female,Some Secondary,29,29
80030,English (British),TEDS Twos,24,Female,Some Secondary,28,28
80031,English (British),TEDS Twos,24,Female,Some Secondary,45,45
80032,English (British),TEDS Twos,24,Male,Some Secondary,8,8
80033,English (British),TEDS Twos,23,Male,Some Secondary,52,52
80034,English (British),TEDS Twos,24,Male,Some Secondary,77,77
80035,English (British),TEDS Twos,23,Male,None,65,65
80036,English (British),TEDS Twos,23,Male,None,59,59
80037,English (British),TEDS Twos,23,Male,Graduate,82,82
80038,English (British),TEDS Twos,23,Male,Graduate,85,85
80039,English (British),TEDS Twos,24,Female,Graduate,48,48
80040,English (British),TEDS Twos,24,Female,Graduate,47,47
80041,English (British),TEDS Twos,24,Male,Primary,20,20
80042,English (British),TEDS Twos,23,Male,Primary,19,19
80043,English (British),TEDS Twos,24,Female,Primary,54,54
80044,English (British),TEDS Twos,23,Female,Primary,42,42
80045,English (British),TEDS Twos,24,Female,NA,37,37
80046,English (British),TEDS Twos,24,Female,NA,33,33
80047,English (British),TEDS Twos,24,Male,Some Secondary,33,33
80048,English (British),TEDS Twos,24,Female,Some Secondary,41,41
80049,English (British),TEDS Twos,24,Female,Some Secondary,80,80
80050,English (British),TEDS Twos,24,Female,Some Secondary,85,85
80051,English (British),TEDS Twos,24,Female,Some Secondary,49,49
80052,English (British),TEDS Twos,24,Female,Some Secondary,52,52
80053,English (British),TEDS Twos,24,Male,College,52,52
80054,English (British),TEDS Twos,24,Male,College,58,58
80055,English (British),TEDS Twos,23,Female,Secondary,35,35
80056,English (British),TEDS Twos,23,Female,Secondary,36,36
80057,English (British),TEDS Twos,24,Male,Graduate,4,4
80058,English (British),TEDS Twos,24,Male,Graduate,16,16
80059,English (British),TEDS Twos,25,Female,Some Secondary,71,71
80060,English (British),TEDS Twos,25,Female,Some Secondary,53,53
80061,English (British),TEDS Twos,24,Male,None,24,24
80062,English (British),TEDS Twos,24,Male,None,23,23
80063,English (British),TEDS Twos,24,Female,Some College,28,28
80064,English (British),TEDS Twos,24,Male,Some College,33,33
80065,English (British),TEDS Twos,24,Male,Some College,87,87
80066,English (British),TEDS Twos,24,Male,Some College,85,85
80067,English (British),TEDS Twos,35,Male,Some Secondary,100,100
80068,English (British),TEDS Twos,35,Male,Some Secondary,100,100
80069,English (British),TEDS Twos,24,Male,Primary,75,75
80070,English (British),TEDS Twos,24,Male,Primary,74,74
80071,English (British),TEDS Twos,24,Female,Some College,99,99
80072,English (British),TEDS Twos,24,Female,Some College,100,100
80073,English (British),TEDS Twos,24,Male,Primary,73,73
80074,English (British),TEDS Twos,24,Male,Primary,84,84
80075,English (British),TEDS Twos,25,Female,Primary,45,45
80076,English (British),TEDS Twos,25,Male,Primary,33,33
80077,English (British),TEDS Twos,23,Female,None,99,99
80078,English (British),TEDS Twos,23,Female,None,98,98
80079,English (British),TEDS Twos,24,Male,Some Secondary,17,17
80080,English (British),TEDS Twos,24,Male,Some Secondary,19,19
80081,English (British),TEDS Twos,24,Female,Primary,55,55
80082,English (British),TEDS Twos,24,Female,Primary,52,52
80083,English (British),TEDS Twos,24,Male,Graduate,58,58
80084,English (British),TEDS Twos,24,Male,Graduate,58,58
80085,English (British),TEDS Twos,28,Male,Primary,32,32
80086,English (British),TEDS Twos,28,Male,Primary,38,38
80087,English (British),TEDS Twos,23,Female,Graduate,26,26
80088,English (British),TEDS Twos,23,Female,Graduate,37,37
80089,English (British),TEDS Twos,24,Female,Some Secondary,28,28
80090,English (British),TEDS Twos,24,Female,Some Secondary,23,23
80091,English (British),TEDS Twos,25,Female,NA,43,43
80092,English (British),TEDS Twos,25,Female,NA,42,42
80093,English (British),TEDS Twos,25,Female,Some Secondary,7,7
80094,English (British),TEDS Twos,25,Female,Some Secondary,7,7
80095,English (British),TEDS Twos,24,Female,Some Secondary,31,31
80096,English (British),TEDS Twos,24,Male,Some Secondary,32,32
80097,English (British),TEDS Twos,24,Female,Primary,63,63
80098,English (British),TEDS Twos,24,Female,Primary,63,63
80099,English (British),TEDS Twos,24,Male,Some Secondary,10,10
80100,English (British),TEDS Twos,24,Male,Some Secondary,14,14
80101,English (British),TEDS Twos,23,Female,Primary,44,44
80102,English (British),TEDS Twos,23,Male,Primary,43,43
80103,English (British),TEDS Twos,23,Female,Some Secondary,31,31
80104,English (British),TEDS Twos,23,Female,Some Secondary,31,31
80105,English (British),TEDS Twos,24,Male,College,93,93
80106,English (British),TEDS Twos,24,Male,College,94,94
80107,English (British),TEDS Twos,24,Female,Some Secondary,35,35
80108,English (British),TEDS Twos,24,Female,Some Secondary,0,0
80109,English (British),TEDS Twos,23,Female,Some Secondary,59,59
80110,English (British),TEDS Twos,23,Male,Some Secondary,59,59
80111,English (British),TEDS Twos,22,Male,Primary,7,7
80112,English (British),TEDS Twos,22,Female,Primary,8,8
80113,English (British),TEDS Twos,24,Male,Secondary,11,11
80114,English (British),TEDS Twos,24,Male,Secondary,11,11
80115,English (British),TEDS Twos,23,Male,Graduate,49,49
80116,English (British),TEDS Twos,23,Male,Graduate,49,49
80117,English (British),TEDS Twos,24,Male,Some Secondary,32,32
80118,English (British),TEDS Twos,24,Male,Some Secondary,33,33
80119,English (British),TEDS Twos,24,Female,College,54,54
80120,English (British),TEDS Twos,24,Male,College,51,51
80121,English (British),TEDS Twos,23,Male,Some Secondary,52,52
80122,English (British),TEDS Twos,24,Male,Some Secondary,66,66
80123,English (British),TEDS Twos,23,Female,College,52,52
80124,English (British),TEDS Twos,23,Male,College,50,50
80125,English (British),TEDS Twos,23,Female,Secondary,33,33
80126,English (British),TEDS Twos,23,Male,Secondary,25,25
80127,English (British),TEDS Twos,24,Male,College,47,47
80128,English (British),TEDS Twos,24,Male,College,46,46
80129,English (British),TEDS Twos,24,Male,Some Secondary,40,40
80130,English (British),TEDS Twos,24,Female,Some Secondary,44,44
80131,English (British),TEDS Twos,25,Male,College,45,45
80132,English (British),TEDS Twos,24,Male,College,47,47
80133,English (British),TEDS Twos,24,Female,Some Secondary,45,45
80134,English (British),TEDS Twos,23,Female,Some Secondary,52,52
80135,English (British),TEDS Twos,24,Male,Some Secondary,90,90
80136,English (British),TEDS Twos,24,Male,Some Secondary,86,86
80137,English (British),TEDS Twos,23,Female,Secondary,90,90
80138,English (British),TEDS Twos,23,Male,Secondary,94,94
80139,English (British),TEDS Twos,25,Female,Some Secondary,66,66
80140,English (British),TEDS Twos,25,Female,Some Secondary,70,70
80141,English (British),TEDS Twos,23,Male,Primary,29,29
80142,English (British),TEDS Twos,23,Male,Primary,22,22
80143,English (British),TEDS Twos,24,Female,Primary,97,97
80144,English (British),TEDS Twos,24,Male,Primary,75,75
80145,English (British),TEDS Twos,24,Male,None,63,63
80146,English (British),TEDS Twos,24,Male,None,48,48
80147,English (British),TEDS Twos,23,Male,Some College,81,81
80148,English (British),TEDS Twos,23,Male,Some College,80,80
80149,English (British),TEDS Twos,24,Male,Graduate,30,30
80150,English (British),TEDS Twos,24,Male,Graduate,39,39
80151,English (British),TEDS Twos,24,Male,Some Secondary,16,16
80152,English (British),TEDS Twos,24,Male,Some Secondary,17,17
80153,English (British),TEDS Twos,24,Female,Some Secondary,39,39
80154,English (British),TEDS Twos,24,Male,Some Secondary,31,31
80155,English (British),TEDS Twos,24,Female,Some Secondary,37,37
80156,English (British),TEDS Twos,25,Male,Some Secondary,39,39
80157,English (British),TEDS Twos,24,Male,Graduate,33,33
80158,English (British),TEDS Twos,24,Female,Graduate,32,32
80159,English (British),TEDS Twos,24,Female,Secondary,56,56
80160,English (British),TEDS Twos,24,Female,Secondary,62,62
80161,English (British),TEDS Twos,24,Female,NA,17,17
80162,English (British),TEDS Twos,24,Female,NA,15,15
80163,English (British),TEDS Twos,24,Male,Some College,3,3
80164,English (British),TEDS Twos,24,Female,Some College,23,23
80165,English (British),TEDS Twos,24,Female,Secondary,66,66
80166,English (British),TEDS Twos,24,Male,Secondary,24,24
80167,English (British),TEDS Twos,25,Male,Some College,54,54
80168,English (British),TEDS Twos,24,Male,Some College,48,48
80169,English (British),TEDS Twos,24,Male,Some Secondary,45,45
80170,English (British),TEDS Twos,24,Male,Some Secondary,53,53
80171,English (British),TEDS Twos,24,Male,Some Secondary,79,79
80172,English (British),TEDS Twos,24,Male,Some Secondary,80,80
80173,English (British),TEDS Twos,23,Male,Secondary,34,34
80174,English (British),TEDS Twos,23,Male,Secondary,35,35
80175,English (British),TEDS Twos,24,Female,Primary,100,100
80176,English (British),TEDS Twos,24,Female,Primary,100,100
80177,English (British),TEDS Twos,24,Female,College,57,57
80178,English (British),TEDS Twos,24,Female,College,56,56
80179,English (British),TEDS Twos,23,Female,Primary,56,56
80180,English (British),TEDS Twos,23,Female,Primary,63,63
80181,English (British),TEDS Twos,24,Male,None,19,19
80182,English (British),TEDS Twos,24,Male,None,17,17
80183,English (British),TEDS Twos,24,Male,College,29,29
80184,English (British),TEDS Twos,24,Male,College,28,28
80185,English (British),TEDS Twos,24,Female,Primary,30,30
80186,English (British),TEDS Twos,25,Female,Primary,39,39
80187,English (British),TEDS Twos,23,Female,Some Secondary,14,14
80188,English (British),TEDS Twos,23,Female,Some Secondary,12,12
80189,English (British),TEDS Twos,24,Male,NA,34,34
80190,English (British),TEDS Twos,24,Female,NA,31,31
80191,English (British),TEDS Twos,24,Female,College,59,59
80192,English (British),TEDS Twos,24,Female,College,59,59
80193,English (British),TEDS Twos,24,Male,Some Secondary,52,52
80194,English (British),TEDS Twos,24,Male,Some Secondary,53,53
80195,English (British),TEDS Twos,24,Male,College,30,30
80196,English (British),TEDS Twos,24,Male,College,26,26
80197,English (British),TEDS Twos,24,Female,Secondary,71,71
80198,English (British),TEDS Twos,24,Male,Secondary,71,71
80199,English (British),TEDS Twos,23,Male,College,52,52
80200,English (British),TEDS Twos,23,Female,College,53,53
80201,English (British),TEDS Twos,24,Female,Some Secondary,70,70
80202,English (British),TEDS Twos,24,Female,Some Secondary,69,69
80203,English (British),TEDS Twos,23,Female,None,77,77
80204,English (British),TEDS Twos,23,Female,None,74,74
80205,English (British),TEDS Twos,23,Female,None,39,39
80206,English (British),TEDS Twos,23,Male,None,25,25
80207,English (British),TEDS Twos,24,Male,None,22,22
80208,English (British),TEDS Twos,24,Male,None,19,19
80209,English (British),TEDS Twos,24,Male,College,26,26
80210,English (British),TEDS Twos,24,Female,College,44,44
80211,English (British),TEDS Twos,24,Female,Secondary,17,17
80212,English (British),TEDS Twos,24,Female,Secondary,15,15
80213,English (British),TEDS Twos,25,Female,Some Secondary,64,64
80214,English (British),TEDS Twos,27,Male,Some Secondary,82,82
80215,English (British),TEDS Twos,23,Female,Some Secondary,9,9
80216,English (British),TEDS Twos,23,Female,Some Secondary,9,9
80217,English (British),TEDS Twos,24,Female,None,68,68
80218,English (British),TEDS Twos,24,Female,None,67,67
80219,English (British),TEDS Twos,25,Male,Secondary,14,14
80220,English (British),TEDS Twos,25,Male,Secondary,11,11
80221,English (British),TEDS Twos,24,Male,Some Secondary,37,37
80222,English (British),TEDS Twos,24,Female,Some Secondary,36,36
80223,English (British),TEDS Twos,24,Male,Some Secondary,36,36
80224,English (British),TEDS Twos,24,Male,Some Secondary,44,44
80225,English (British),TEDS Twos,24,Female,Primary,52,52
80226,English (British),TEDS Twos,24,Female,Primary,47,47
80227,English (British),TEDS Twos,24,Female,Some Secondary,68,68
80228,English (British),TEDS Twos,24,Male,Some Secondary,33,33
80229,English (British),TEDS Twos,25,Female,Some College,28,28
80230,English (British),TEDS Twos,24,Male,Some College,19,19
80231,English (British),TEDS Twos,24,Female,Secondary,84,84
80232,English (British),TEDS Twos,24,Female,Secondary,83,83
80233,English (British),TEDS Twos,24,Female,Graduate,51,51
80234,English (British),TEDS Twos,24,Male,Graduate,53,53
80235,English (British),TEDS Twos,24,Female,Graduate,39,39
80236,English (British),TEDS Twos,23,Male,Graduate,32,32
80237,English (British),TEDS Twos,23,Female,Primary,36,36
80238,English (British),TEDS Twos,23,Male,Primary,20,20
80239,English (British),TEDS Twos,24,Male,Some Secondary,35,35
80240,English (British),TEDS Twos,24,Male,Some Secondary,38,38
80241,English (British),TEDS Twos,24,Female,Secondary,43,43
80242,English (British),TEDS Twos,24,Female,Secondary,50,50
80243,English (British),TEDS Twos,24,Female,Some College,90,90
80244,English (British),TEDS Twos,24,Female,Some College,88,88
80245,English (British),TEDS Twos,23,Male,Primary,4,4
80246,English (British),TEDS Twos,24,Female,Primary,15,15
80247,English (British),TEDS Twos,25,Female,Some Secondary,100,100
80248,English (British),TEDS Twos,25,Female,Some Secondary,100,100
80249,English (British),TEDS Twos,23,Male,Primary,55,55
80250,English (British),TEDS Twos,24,Male,Primary,60,60
80251,English (British),TEDS Twos,24,Female,Graduate,97,97
80252,English (British),TEDS Twos,24,Female,Graduate,68,68
80253,English (British),TEDS Twos,24,Female,None,26,26
80254,English (British),TEDS Twos,24,Male,None,32,32
80255,English (British),TEDS Twos,24,Female,Primary,52,52
80256,English (British),TEDS Twos,24,Female,Primary,50,50
80257,English (British),TEDS Twos,24,Male,College,42,42
80258,English (British),TEDS Twos,24,Female,College,49,49
80259,English (British),TEDS Twos,27,Female,Secondary,66,66
80260,English (British),TEDS Twos,27,Female,Secondary,67,67
80261,English (British),TEDS Twos,23,Female,Some Secondary,57,57
80262,English (British),TEDS Twos,23,Female,Some Secondary,64,64
80263,English (British),TEDS Twos,24,Male,None,23,23
80264,English (British),TEDS Twos,24,Male,None,23,23
80265,English (British),TEDS Twos,24,Female,College,100,100
80266,English (British),TEDS Twos,24,Female,College,100,100
80267,English (British),TEDS Twos,23,Female,Secondary,48,48
80268,English (British),TEDS Twos,23,Female,Secondary,74,74
80269,English (British),TEDS Twos,25,Male,Some Secondary,44,44
80270,English (British),TEDS Twos,25,Female,Some Secondary,44,44
80271,English (British),TEDS Twos,24,Male,Secondary,40,40
80272,English (British),TEDS Twos,24,Female,Secondary,66,66
80273,English (British),TEDS Twos,24,Female,Primary,38,38
80274,English (British),TEDS Twos,24,Female,Primary,37,37
80275,English (British),TEDS Twos,24,Female,College,34,34
80276,English (British),TEDS Twos,24,Female,College,25,25
80277,English (British),TEDS Twos,24,Female,Some Secondary,79,79
80278,English (British),TEDS Twos,24,Female,Some Secondary,83,83
80279,English (British),TEDS Twos,24,Male,Some Secondary,14,14
80280,English (British),TEDS Twos,24,Male,Some Secondary,14,14
80281,English (British),TEDS Twos,24,Female,College,90,90
80282,English (British),TEDS Twos,24,Female,College,93,93
80283,English (British),TEDS Twos,24,Male,Some Secondary,41,41
80284,English (British),TEDS Twos,24,Female,Some Secondary,43,43
80285,English (British),TEDS Twos,24,Female,College,16,16
80286,English (British),TEDS Twos,24,Female,College,14,14
80287,English (British),TEDS Twos,23,Female,Graduate,50,50
80288,English (British),TEDS Twos,24,Male,Graduate,61,61
80289,English (British),TEDS Twos,24,Male,Secondary,34,34
80290,English (British),TEDS Twos,24,Female,Secondary,41,41
80291,English (British),TEDS Twos,24,Female,Graduate,78,78
80292,English (British),TEDS Twos,24,Female,Graduate,81,81
80293,English (British),TEDS Twos,24,Male,College,12,12
80294,English (British),TEDS Twos,24,Male,College,8,8
80295,English (British),TEDS Twos,25,Female,Secondary,85,85
80296,English (British),TEDS Twos,25,Female,Secondary,84,84
80297,English (British),TEDS Twos,25,Male,Some College,34,34
80298,English (British),TEDS Twos,25,Male,Some College,37,37
80299,English (British),TEDS Twos,24,Female,Some College,48,48
80300,English (British),TEDS Twos,24,Female,Some College,49,49
80301,English (British),TEDS Twos,23,Female,Some Secondary,80,80
80302,English (British),TEDS Twos,25,Female,Some Secondary,77,77
80303,English (British),TEDS Twos,24,Female,Some Secondary,11,11
80304,English (British),TEDS Twos,24,Female,Some Secondary,12,12
80305,English (British),TEDS Twos,30,Female,Some Secondary,95,95
80306,English (British),TEDS Twos,24,Female,Some Secondary,69,69
80307,English (British),TEDS Twos,23,Male,Graduate,30,30
80308,English (British),TEDS Twos,23,Male,Graduate,35,35
80309,English (British),TEDS Twos,22,Male,None,46,46
80310,English (British),TEDS Twos,25,Female,None,74,74
80311,English (British),TEDS Twos,24,Female,Some Secondary,31,31
80312,English (British),TEDS Twos,24,Male,Some Secondary,26,26
80313,English (British),TEDS Twos,23,Female,Some Secondary,55,55
80314,English (British),TEDS Twos,23,Female,Some Secondary,58,58
80315,English (British),TEDS Twos,24,Female,Some Secondary,64,64
80316,English (British),TEDS Twos,24,Female,Some Secondary,64,64
80317,English (British),TEDS Twos,24,Female,Some Secondary,46,46
80318,English (British),TEDS Twos,24,Male,Some Secondary,51,51
80319,English (British),TEDS Twos,24,Male,Some Secondary,58,58
80320,English (British),TEDS Twos,24,Male,Some Secondary,63,63
80321,English (British),TEDS Twos,23,Female,College,71,71
80322,English (British),TEDS Twos,23,Female,College,75,75
80323,English (British),TEDS Twos,23,Male,Some Secondary,27,27
80324,English (British),TEDS Twos,23,Female,Some Secondary,34,34
80325,English (British),TEDS Twos,24,Female,Some Secondary,83,83
80326,English (British),TEDS Twos,24,Male,Some Secondary,88,88
80327,English (British),TEDS Twos,23,Female,Some Secondary,92,92
80328,English (British),TEDS Twos,23,Female,Some Secondary,96,96
80329,English (British),TEDS Twos,24,Female,Some College,57,57
80330,English (British),TEDS Twos,24,Female,Some College,54,54
80331,English (British),TEDS Twos,24,Female,Some Secondary,19,19
80332,English (British),TEDS Twos,24,Female,Some Secondary,18,18
80333,English (British),TEDS Twos,24,Female,Some Secondary,19,19
80334,English (British),TEDS Twos,24,Male,Some Secondary,20,20
80335,English (British),TEDS Twos,23,Male,Secondary,28,28
80336,English (British),TEDS Twos,23,Male,Secondary,14,14
80337,English (British),TEDS Twos,24,Female,Secondary,51,51
80338,English (British),TEDS Twos,24,Female,Secondary,60,60
80339,English (British),TEDS Twos,24,Female,Some Secondary,84,84
80340,English (British),TEDS Twos,24,Male,Some Secondary,84,84
80341,English (British),TEDS Twos,24,Female,Some Secondary,33,33
80342,English (British),TEDS Twos,24,Female,Some Secondary,32,32
80343,English (British),TEDS Twos,24,Female,None,38,38
80344,English (British),TEDS Twos,24,Male,None,61,61
80345,English (British),TEDS Twos,24,Female,Some Secondary,53,53
80346,English (British),TEDS Twos,24,Male,Some Secondary,53,53
80347,English (British),TEDS Twos,24,Female,Secondary,100,100
80348,English (British),TEDS Twos,24,Female,Secondary,100,100
80349,English (British),TEDS Twos,24,Male,Secondary,53,53
80350,English (British),TEDS Twos,24,Male,Secondary,57,57
80351,English (British),TEDS Twos,24,Male,None,20,20
80352,English (British),TEDS Twos,24,Male,None,21,21
80353,English (British),TEDS Twos,24,Female,College,79,79
80354,English (British),TEDS Twos,24,Male,College,81,81
80355,English (British),TEDS Twos,24,Female,Graduate,76,76
80356,English (British),TEDS Twos,24,Female,Graduate,77,77
80357,English (British),TEDS Twos,24,Male,None,6,6
80358,English (British),TEDS Twos,24,Male,None,18,18
80359,English (British),TEDS Twos,25,Female,Primary,40,40
80360,English (British),TEDS Twos,23,Female,Primary,36,36
80361,English (British),TEDS Twos,23,Female,Some Secondary,37,37
80362,English (British),TEDS Twos,23,Male,Some Secondary,50,50
80363,English (British),TEDS Twos,24,Male,Some Secondary,4,4
80364,English (British),TEDS Twos,24,Male,Some Secondary,4,4
80365,English (British),TEDS Twos,23,Female,Graduate,72,72
80366,English (British),TEDS Twos,23,Female,Graduate,71,71
80367,English (British),TEDS Twos,24,Female,Some College,67,67
80368,English (British),TEDS Twos,24,Female,Some College,64,64
80369,English (British),TEDS Twos,24,Male,Some Secondary,36,36
80370,English (British),TEDS Twos,24,Female,Some Secondary,47,47
80371,English (British),TEDS Twos,24,Male,Some Secondary,22,22
80372,English (British),TEDS Twos,24,Female,Some Secondary,35,35
80373,English (British),TEDS Twos,24,Male,Secondary,17,17
80374,English (British),TEDS Twos,24,Male,Secondary,16,16
80375,English (British),TEDS Twos,24,Male,Graduate,63,63
80376,English (British),TEDS Twos,24,Female,Graduate,52,52
80377,English (British),TEDS Twos,23,Female,College,98,98
80378,English (British),TEDS Twos,23,Female,College,98,98
80379,English (British),TEDS Twos,23,Female,Some Secondary,28,28
80380,English (British),TEDS Twos,23,Female,Some Secondary,29,29
80381,English (British),TEDS Twos,23,Male,None,15,15
80382,English (British),TEDS Twos,23,Male,None,15,15
80383,English (British),TEDS Twos,24,Female,Graduate,40,40
80384,English (British),TEDS Twos,26,Female,Graduate,44,44
80385,English (British),TEDS Twos,24,Female,Primary,62,62
80386,English (British),TEDS Twos,24,Female,Primary,62,62
80387,English (British),TEDS Twos,23,Female,Secondary,88,88
80388,English (British),TEDS Twos,23,Female,Secondary,87,87
80389,English (British),TEDS Twos,24,Male,Some Secondary,47,47
80390,English (British),TEDS Twos,24,Female,Some Secondary,63,63
80391,English (British),TEDS Twos,24,Male,Some Secondary,0,0
80392,English (British),TEDS Twos,24,Male,Some Secondary,20,20
80393,English (British),TEDS Twos,24,Female,Some Secondary,19,19
80394,English (British),TEDS Twos,24,Female,Some Secondary,22,22
80395,English (British),TEDS Twos,24,Female,Secondary,49,49
80396,English (British),TEDS Twos,24,Female,Secondary,46,46
80397,English (British),TEDS Twos,24,Female,Secondary,40,40
80398,English (British),TEDS Twos,24,Female,Secondary,39,39
80399,English (British),TEDS Twos,24,Male,Some Secondary,31,31
80400,English (British),TEDS Twos,24,Male,Some Secondary,35,35
80401,English (British),TEDS Twos,24,Male,Secondary,42,42
80402,English (British),TEDS Twos,24,Female,Secondary,55,55
80403,English (British),TEDS Twos,24,Female,Some College,59,59
80404,English (British),TEDS Twos,25,Male,Some College,51,51
80405,English (British),TEDS Twos,24,Female,Some College,95,95
80406,English (British),TEDS Twos,24,Female,Some College,98,98
80407,English (British),TEDS Twos,24,Male,Secondary,61,61
80408,English (British),TEDS Twos,23,Female,Secondary,54,54
80409,English (British),TEDS Twos,25,Female,Some Secondary,69,69
80410,English (British),TEDS Twos,25,Female,Some Secondary,69,69
80411,English (British),TEDS Twos,23,Female,NA,68,68
80412,English (British),TEDS Twos,23,Male,NA,53,53
80413,English (British),TEDS Twos,24,Female,College,39,39
80414,English (British),TEDS Twos,24,Male,College,36,36
80415,English (British),TEDS Twos,23,Male,Some Secondary,80,80
80416,English (British),TEDS Twos,23,Female,Some Secondary,87,87
80417,English (British),TEDS Twos,24,Male,None,40,40
80418,English (British),TEDS Twos,24,Male,None,41,41
80419,English (British),TEDS Twos,23,Male,Some Secondary,57,57
80420,English (British),TEDS Twos,23,Male,Some Secondary,57,57
80421,English (British),TEDS Twos,23,Female,College,54,54
80422,English (British),TEDS Twos,23,Female,College,53,53
80423,English (British),TEDS Twos,24,Female,Secondary,67,67
80424,English (British),TEDS Twos,24,Female,Secondary,70,70
80425,English (British),TEDS Twos,24,Female,Primary,27,27
80426,English (British),TEDS Twos,26,Male,Primary,27,27
80427,English (British),TEDS Twos,24,Male,Some Secondary,48,48
80428,English (British),TEDS Twos,24,Male,Some Secondary,50,50
80429,English (British),TEDS Twos,23,Female,None,16,16
80430,English (British),TEDS Twos,23,Female,None,14,14
80431,English (British),TEDS Twos,24,Male,Some College,82,82
80432,English (British),TEDS Twos,24,Male,Some College,62,62
80433,English (British),TEDS Twos,24,Female,Some College,21,21
80434,English (British),TEDS Twos,24,Female,Some College,30,30
80435,English (British),TEDS Twos,23,Female,None,37,37
80436,English (British),TEDS Twos,23,Female,None,35,35
80437,English (British),TEDS Twos,24,Female,Some Secondary,63,63
80438,English (British),TEDS Twos,24,Female,Some Secondary,51,51
80439,English (British),TEDS Twos,24,Male,None,4,4
80440,English (British),TEDS Twos,24,Male,None,3,3
80441,English (British),TEDS Twos,23,Male,Some Secondary,47,47
80442,English (British),TEDS Twos,24,Male,Some Secondary,45,45
80443,English (British),TEDS Twos,23,Male,Some Secondary,50,50
80444,English (British),TEDS Twos,23,Male,Some Secondary,36,36
80445,English (British),TEDS Twos,23,Male,Primary,29,29
80446,English (British),TEDS Twos,23,Female,Primary,33,33
80447,English (British),TEDS Twos,24,Male,Some Secondary,26,26
80448,English (British),TEDS Twos,24,Male,Some Secondary,18,18
80449,English (British),TEDS Twos,24,Female,Some Secondary,7,7
80450,English (British),TEDS Twos,24,Male,Some Secondary,5,5
80451,English (British),TEDS Twos,24,Male,College,72,72
80452,English (British),TEDS Twos,24,Female,College,86,86
80453,English (British),TEDS Twos,23,Male,Some Secondary,5,5
80454,English (British),TEDS Twos,23,Male,Some Secondary,4,4
80455,English (British),TEDS Twos,24,Male,None,62,62
80456,English (British),TEDS Twos,24,Male,None,61,61
80457,English (British),TEDS Twos,24,Male,Graduate,65,65
80458,English (British),TEDS Twos,24,Male,Graduate,52,52
80459,English (British),TEDS Twos,24,Male,Secondary,19,19
80460,English (British),TEDS Twos,25,Male,Secondary,22,22
80461,English (British),TEDS Twos,24,Male,NA,16,16
80462,English (British),TEDS Twos,24,Male,NA,4,4
80463,English (British),TEDS Twos,24,Male,None,21,21
80464,English (British),TEDS Twos,24,Female,None,30,30
80465,English (British),TEDS Twos,24,Female,Primary,22,22
80466,English (British),TEDS Twos,24,Female,Primary,2,2
80467,English (British),TEDS Twos,23,Male,Primary,59,59
80468,English (British),TEDS Twos,23,Female,Primary,64,64
80469,English (British),TEDS Twos,25,Female,Some Secondary,61,61
80470,English (British),TEDS Twos,25,Male,Some Secondary,67,67
80471,English (British),TEDS Twos,24,Female,None,18,18
80472,English (British),TEDS Twos,24,Female,None,10,10
80473,English (British),TEDS Twos,23,Female,Some Secondary,53,53
80474,English (British),TEDS Twos,23,Female,Some Secondary,51,51
80475,English (British),TEDS Twos,23,Female,None,17,17
80476,English (British),TEDS Twos,23,Male,None,31,31
80477,English (British),TEDS Twos,23,Male,Some Secondary,46,46
80478,English (British),TEDS Twos,23,Male,Some Secondary,46,46
80479,English (British),TEDS Twos,23,Female,Some Secondary,53,53
80480,English (British),TEDS Twos,23,Male,Some Secondary,43,43
80481,English (British),TEDS Twos,23,Female,Primary,99,99
80482,English (British),TEDS Twos,23,Male,Primary,99,99
80483,English (British),TEDS Twos,23,Female,Some Secondary,33,33
80484,English (British),TEDS Twos,23,Male,Some Secondary,27,27
80485,English (British),TEDS Twos,24,Male,College,19,19
80486,English (British),TEDS Twos,24,Male,College,14,14
80487,English (British),TEDS Twos,24,Male,College,25,25
80488,English (British),TEDS Twos,24,Male,College,23,23
80489,English (British),TEDS Twos,23,Female,NA,43,43
80490,English (British),TEDS Twos,23,Male,NA,37,37
80491,English (British),TEDS Twos,23,Female,Some Secondary,67,67
80492,English (British),TEDS Twos,23,Female,Some Secondary,66,66
80493,English (British),TEDS Twos,24,Female,Some Secondary,41,41
80494,English (British),TEDS Twos,24,Female,Some Secondary,42,42
80495,English (British),TEDS Twos,23,Female,College,34,34
80496,English (British),TEDS Twos,23,Female,College,48,48
80497,English (British),TEDS Twos,24,Female,Some Secondary,63,63
80498,English (British),TEDS Twos,24,Male,Some Secondary,72,72
80499,English (British),TEDS Twos,23,Male,Secondary,37,37
80500,English (British),TEDS Twos,24,Female,Secondary,97,97
80501,English (British),TEDS Twos,24,Male,Some Secondary,20,20
80502,English (British),TEDS Twos,24,Male,Some Secondary,21,21
80503,English (British),TEDS Twos,24,Male,Some Secondary,50,50
